Name,Address,Latitude,Longitude,Rating,Distance (m)
McDonald's,"Ruta Panam. Ramal Escobar,Col. Este 2451, Belén de Escobar, Provincia de Buenos Aires, Argentina",-34.3800864,-58.7507279,3.8,5048
McDonald's,"DYM, Av. 25 de Mayo 1264, B1625 Belén de Escobar, Provincia de Buenos Aires, Argentina",-34.3544062,-58.7958004,3.8,2394
